see also Buildings / Power Center,1
linear feet 202 drawings,1
oversize photograph,1
and 1 oversize folder,1
mini cassettes,1
approximately 800 GB,1
U-matic use copy of films,1
small ledgers,1
filing cabinets,1
cd2,1
copies; different drafts,1
postcard boxes,1
colors slides,1
vhs videotapes,1
cassettes with duplicate copies,1
folders 5-12,1
"envelopes, also medium and large",1
without numbers by Stegeman,1
sheets : ink on tracing paper ; or smaller,1
painting on illustration board,1
"prints, head shots",1
GB and archived website,1
black and white photographs folders,1
Papers: 4 linear feet,1
"architectural, structural and mechanical drawings",1
photocopy--complete,1
set of 4 records,1
bound documents,1
"(5 images of Portia, varying size",1
electrostatic copy of schematic design sketch,1
"motion picture film, DVD and streaming file",1
folders of unfilmed material,1
MHT file,1
"prints of chair and settee perspectives, elevations;details",1
digital items,1
small slide boxes,1
includes photograph,1
panels,1
reel microfilm6,1
""" computer disks",1
audio tapes,1
case of 59 cassette tapes,1
tintypes,1
"oversize volumes, and digital files",1
photograph album,1
black & white prints,1
Files,1
"slides by Gary Desmond, Photographer",1
photos -- 27 attached,1
ink on linen,1
"print, meet action",1
folders 7-8,1
or smaller. This set consists of 2 pencil on paper,1
oversize drawer,1
expanding folder,1
phonograph record discs,1
"reels, master negative only",1
pencil and ink-on-vellum,1
reel positive,1
copies on 2 CDROMS,1
""" inch reels",1
original--damaged,1
folders 16-18,1
mini DVs,1
negatives of 3 schools,1
or smaller,1
volume and notes,1
piece,1
boxes 74-87,1
glossy photographs,1
and print,1
and original,1
folders and photos folders,1
folders of photos,1
framed portraits,1
disc (sides 1 and 3,1
folders 7-9,1
pages (unbound copy,1
copy prints,1
folders 19-39,1
audiotapes,1
reels 5-6,1
slide cases,1
notebook folders,1
"cd, eps files",1
reel retained,1
DVD,1
"photographs, including winter scenes",1
pamphlet,1
eps and xps files,1
cuts: 30 sec,1
folders and items,1
folder 1 of 2,1
titled Days of absence,1
Visual materials 25 linear ft,1
folders 61-82,1
linear foot I 3 boxes,1
trays,1
MB [35 digital files],1
VHS videocassette,1
videos,1
blueprint drawers,1
folders 3-4 of 4,1
Boxes,1
linear feet of contact prints and collected information,1
diskettes,1
""" phonorecord",1
May be bad,1
cassette sound recordings,1
architectural and mechanical/electrical drawings,1
sets of blueprints,1
Mini D digital cassettes,1
CD boxes,1
u-matic videocassette,1
Avery Library Collection: 13 linear feet,1
folder and VHS videotape,1
Microfilm edition: 6 rolls of microfilm,1
sleeves,1
audio cassette tapes,1
display panels,1
MB [128 digital files],1
"min, VHS videotape",1
sheets (of a 10 sheet map ?,1
programs/reel,1
reel of Microfilm,1
linear feet and digital files,1
folders 1-11,1
folders 1-14,1
",300 titles",1
only 2 dated,1
"copies, blue and white",1
s6 folders,1
"contact sheets, a few neagtives",1
archived websites,1
sound tape reel: 3 min,1
"binders, missing volumes I and II",1
reel of 7 retained,1
prints and 3 prints by Fred Eggert,1
card file box,1
embroidered,1
Lantern slides,1
photo albums,1
box of contact sheets,1
"notebooks, no. 1-15",1
pencil on paper,1
copies with various combinations of views,1
"includes original working drawing, pencil and red ink on tracing paper",1
CD-ROM disk,1
photgraphs of portraits,1
mm film,1
photomechanical reproductions,1
flat file drawer and digital files,1
folders 7-27,1
"binders, missing volumes I",1
folders 18-40,1
microfilm s,1
v. [outsize],1
efour reels,1
oversize binders,1
"floppy sound discs, 7 1/2 inches",1
slide trays,1
pencil and colored pencil on tracing paper; pencil on vellum,1
"not identified, but most probably by Gillies",1
elevations. Blueprints,1
slides and 12 prints,1
blueprints with pastel,1
floppy discs,1
"with daughter, Kay",1
film reels (8mm,1
canister,1
"reels, various times",1
folders 7-13,1
"cd,s",1
folders 7-11,1
by N. L. Coe and Son,1
reel-to-reel,1
with 36 prints of unidentified interiors and exteriors;architect's statement,1
folders 7-19,1
prints by Sheill and 6 prints by unknown photographer;1 print by unknown photographer,1
"cd, contact sheet",1
volume with 104 images,1
reel to reel tapes,1
reel; partial reel only,1
volumes original,1
developed Negative strips,1
sets,1
oversize volume and digital files,1
print from the Franklin DeKleine Company Collection,1
see na 9280,1
sheets of contact print,1
boxes and oversize items,1
issues 1-10,1
folder and album,1
",400 glass photographic plates",1
BB,1
Betacam videotapes,1
also tintype medium and large,1
",882 items",1
hr. 28 min. 48 sec,1
each segment :30,1
v. 2 only,1
sheets : blackline prints on paper ; or smaller. folders,1
"prints, mounted",1
about 111 cassettes,1
"pencil and ink drawings on vellum, linen;sepia print",1
tape: 32 min,1
(3 cassettes,1
linear feet plus oversize materials,1
reel-to-reel audio tapes,1
print of site plan,1
oversize motion picture reel,1
