ht identifier,rights,oclc numbers,source institution record number,title,enumeration/chronology,publication date 
mdp.39015004496512,ic,1531617,001496062,"Adaptation in natural and artificial systems : an introductory analysis with applications to biology, control, and artificial intelligence / by John H. Holland.",,1975
mdp.39015001937732,ic,2750981,001496369,"Mosses of the Great Lakes Forest, by Howard Crum.",,1973
mdp.39015010196551,pdus,2750981,001496369,"Mosses of the Great Lakes Forest, by Howard Crum.",,1973
mdp.39015006934668,pd,2563366,001496395,"Marine Algae of the northeastern coast of North America,",,1937
mdp.39015004374818,ic,710881,001496445,The mushroom hunter's field guide.,,1963
uc1.31822020634119,ic,302457,.b13671248,Marine algae of the eastern tropical and subtropical coasts of the Americas,,1960
mdp.39015071419033,und,302457,001497263,Marine algae of the eastern tropical and subtropical coasts of the Americas,,1960
uc1.31822013823257,ic,312664,.b13688868,Marine algae of the northeastern coast of North America. Illustrated by Chin-chih Jao,,1957
mdp.39015006934833,pd,312664,001497264,Marine algae of the northeastern coast of North America. Illustrated by Chin-chih Jao,,1957
mdp.39015042505928,ic,958508,001497325,"The lichen flora of the United States, by Bruce Fink ... completed for publication by Joyce Hedrick ...",v.2,1935
mdp.39015046248129,ic,958508,001497325,"The lichen flora of the United States, by Bruce Fink ... completed for publication by Joyce Hedrick ...",c.2,1935
mdp.39015042505936,ic,958508,001497325,"The lichen flora of the United States, by Bruce Fink ... completed for publication by Joyce Hedrick ...",v.2,1935
mdp.39015053107937,ic,433199,001497439,Keys to genera of higher fungi. -,,1968
umn.31951000315181v,ic,4017696,001414962,"Aquatic Phycomycetes exclusive of the Saprolegniaceae and Pythium, by Frederick K. Sparrow, Jr.",,1943
mdp.39015007468757,pd,1362167,001497564,Aquatic Phycomycetes.,,1960
umn.31951000053927c,pd,1362167,000216800,Aquatic Phycomycetes.,,1960
mdp.39015001924953,pd,10373481,001497585,"The genus Diaporthe Nitschke and its segregates,",,1933
umn.319510003152405,pd,10373481,000763026,"The genus Diaporthe Nitschke and its segregates,",,1933
mdp.39015006930682,pd,2361001,001497600,A world monograph of the genus Pleospora and its segregates.,,1961
mdp.39015006930641,ic,1002833,001497678,Puffballs and their allies in Michigan.,,1951
umn.31951d00052786n,ic,2362691,000762870,"The Polyporaceae of the United States, Alaska and Canada. Prepared for publication by Josiah L. Lowe.",,1953
uc1.b3741819,ic,128043,.b169204042,"The boletes of Michigan, by Alexander H. Smith and Harry D. Thiers.",,1971
mdp.39015069268343,ic,395214,001498972,Soil animals.,,1968
mdp.39015019232068,und,1885705,001499752,"The naiad fauna of the Huron river, in southeastern Michigan,",,1938
mdp.39015035562118,pd,1885705,001499752,"The naiad fauna of the Huron river, in southeastern Michigan,",,1938
uc1.31822003703899,ic,555524,.b13997129,"Crustaceans, by Waldo L. Schmitt",,1965
mdp.39015034809262,ic,555524,001499786,"Crustaceans, by Waldo L. Schmitt",,1965
uc1.b4339458,ic,555524,GLAD215493-B,"Crustaceans, by Waldo L. Schmitt",,1965
wu.89041296195,pd,1888468,2374811,"... The ecology of the Orthoptera and Dermaptera of the George reserve, Michigan by Irving J. Cantrall.",,1943
mdp.39015035562233,pd,1888468,001500176,"... The ecology of the Orthoptera and Dermaptera of the George reserve, Michigan by Irving J. Cantrall.",,1943
mdp.39015015368189,ic,230525,001500576,The ants. [Translated by Ralph Manheim],,1957
pst.000018626247,ic,1888849,a845728,"Monograph of the family Mordellidae (Coleoptera) of North America, north of Mexico / by Emil Liljeblad.",,1945
mdp.39015035562167,pd,1888849,001500669,"Monograph of the family Mordellidae (Coleoptera) of North America, north of Mexico / by Emil Liljeblad.",,1945
mdp.39015040101704,pd,1891911,001501181,The anatomy of the head of Ctenosaura pectinata (Iguanidae),,1956
mdp.39015035546798,pd,830885,001501221,"The whip snakes and racers: genera Masticophis and Coluber,",,1928
mdp.39015006847795,pd,830885,001501221,"The whip snakes and racers: genera Masticophis and Coluber,",,1928
uc1.b4986734,und,849100,b167644087,"The birds, by Oskar Heinroth and Katharina Heinroth. [Translated by Michael Cullen]",,1958
mdp.39015007521282,und,849100,001501329,"The birds, by Oskar Heinroth and Katharina Heinroth. [Translated by Michael Cullen]",,1958
mdp.39015031217188,und,849100,001501329,"The birds, by Oskar Heinroth and Katharina Heinroth. [Translated by Michael Cullen]",,1958
mdp.39015029493262,pd,1889330,001501729,"The birds of Michigan, by Norman A. Wood.",,1951
coo.31924089570315,pd,832967,10977,"The birds of Buckeye Lake, Ohio / by Milton B. Trautman.",,1940
uc1.b3319682,pd,832967,.b13993232x,"The birds of Buckeye Lake, Ohio / by Milton B. Trautman.",,1940
mdp.39015030463148,pd,1885742,001502264,"The life history of Henslow's sparrow, Passerberbulus henslowi (Audubon)",,1939
mdp.39015035562100,pd,1885742,001502264,"The life history of Henslow's sparrow, Passerberbulus henslowi (Audubon)",,1939
mdp.39015028985664,pd,23324291,001502291,"Discovery of the breeding area of Kirtland's warbler,",,1904
uc1.b4455676,ic,556163,b168388832,Mammals of the Great Lakes region.,,1957
uc1.b4455796,ic-world,2892755,b16838789x,"The mammals of Michigan,",,1946
mdp.39015070388205,und,1161271,001502567,A manual of the recent wild mammals of Michigan / by L.R. Dice.,,1927
mdp.39015062876506,und,23324326,001502899,"The ecological relationship of two subspecies of Peromyscys in the Glacier park region,",,1933
uc1.b5040891,ic,991763,b167743107,Walks and talks of an American farmer in England.,,1967
mdp.39015004281302,ic,991763,001504111,Walks and talks of an American farmer in England.,,1967
mdp.39015007367843,ic,579020,001504626,"The influence of agricultural extension in selected villages of Kaira District (Gujarat, India).",,1972
mdp.39015065711494,und,3425831,001506680,"The spruce gall aphid (Adelges abietis Linnaeus) in southern Michigan,",,1937
mdp.39015068567927,ic,2969655,001507386,Forestry and school studies;,,1933
mdp.39015065979794,ic,2969655,001507386,Forestry and school studies;,,1933
mdp.39015006889367,pd,19576465,001507797,"Glimpses of Saginaw forest, Eber White woods, Stinchfield woods,",,1946
mdp.39015035562324,pd,1889304,001508024,A study of small mammal populations in northern Michigan.,,1949
mdp.39015006895695,pd,9538052,001508939,Field and laboratory technic in wildlife management / by Howard M. Wight.,,1939
mdp.39015007494837,pd,9538052,001508939,Field and laboratory technic in wildlife management / by Howard M. Wight.,,1939
mdp.39015067339989,ic-world,819587,001509914,The Successful camp.,,1958
wu.89083913855,und,411856,1869375,"Management, labor and technological change, by John W. Riegel.",,1942
mdp.39015008081997,und,411856,001510688,"Management, labor and technological change, by John W. Riegel.",,1942
mdp.39015003401893,ic,454366,001510839,Computer-generated time standards [by] Wilbert Steffy and Daniel R. Darby.,,1968
mdp.39015004506641,ic,454366,001510839,Computer-generated time standards [by] Wilbert Steffy and Daniel R. Darby.,,1968
mdp.39015026545957,ic,11500170,001511156,Research emphasis in Michigan universities : a comparison of the research patterns of Michigan universities with State and national research and industrial trends / [by] Frank R. Bacon Jr. [and] Kenneth E. Bayer.,,1964
mdp.39015003390831,ic,11500170,001511156,Research emphasis in Michigan universities : a comparison of the research patterns of Michigan universities with State and national research and industrial trends / [by] Frank R. Bacon Jr. [and] Kenneth E. Bayer.,,1964
mdp.39015026075393,ic,11500170,001511156,Research emphasis in Michigan universities : a comparison of the research patterns of Michigan universities with State and national research and industrial trends / [by] Frank R. Bacon Jr. [and] Kenneth E. Bayer.,,1964
wu.89038755971,ic,11500170,2423011,Research emphasis in Michigan universities : a comparison of the research patterns of Michigan universities with State and national research and industrial trends / [by] Frank R. Bacon Jr. [and] Kenneth E. Bayer.,,1964
uc1.$b94569,pd,888677,GLAD50693354-B,Collective bargaining as viewed by unorganized engineers and scientists.,,1959
mdp.39015023152070,pd,888677,001511928,Collective bargaining as viewed by unorganized engineers and scientists.,,1959
mdp.39015009815781,pd,23324800,001512040,Engineering for reliability,,1962
mdp.39015002075607,pd,23324800,001512040,Engineering for reliability,,1962
mdp.39015014661030,pd,2728629,001513001,"Mechanical properties of certain tropical woods, chiefly from South America",,1938
mdp.39015023885976,pd,1546366,001514848,"The St. Lawrence Seaway,",,1961
mdp.39015004491307,ic,517205,001515640,Proceedings: Michigan water and air pollution standards [edited by] Lawrence Crockett [and] Ralph A. Berets.,,1970
mdp.39015004506823,ic,517205,001515640,Proceedings: Michigan water and air pollution standards [edited by] Lawrence Crockett [and] Ralph A. Berets.,,1970
mdp.39015056631594,pd,2754860,001516692,"Aspens, phoenix trees of the Great Lakes region.",,1963
uc1.b4424203,pd,774904,GLAD151191826-B,Managing a fair day's work; an analysis of work standards in operation.,,1963
mdp.39015009666556,pd,774904,001517077,Managing a fair day's work; an analysis of work standards in operation.,,1963
uc1.b4132142,pd,646865,.b170578574,"Characteristics of engineers and scientists, significant for their utilization and motivation.",,1960
mdp.39015011140194,pd,646865,001517207,"Characteristics of engineers and scientists, significant for their utilization and motivation.",,1960
mdp.39015023659645,pd,646865,001517207,"Characteristics of engineers and scientists, significant for their utilization and motivation.",,1960
wu.89038758660,pd,646865,2427854,"Characteristics of engineers and scientists, significant for their utilization and motivation.",,1960
mdp.39015013065753,und,588343,001517290,"Handbook of mechanical wear: wear, frettage, pitting, cavitation, corrosion.",,1961
mdp.39015013043156,und,588343,001517290,"Handbook of mechanical wear: wear, frettage, pitting, cavitation, corrosion.",,1961
mdp.39015012216555,ic,21121,001517619,"Survey of Huron River, Geddes Pond, by students enrolled in E.H. 669, sanitary field survey. Under direction of Prof. Gannon and E.H. Dept. staff.",,1964
uc1.b4424208,ic,1710829,GLAD151191784-B,"The worker and quality control, by Th. L. Stok.",,1965
mdp.39015008149000,ic,1710829,001524435,"The worker and quality control, by Th. L. Stok.",,1965
mdp.39015006136413,ic,81323,001525700,"Proceedings. Sponsored by the National Science Foundation [and] the School of Natural Resources, Dept. of Wood Science and Technology of the University of Michigan, with the assistance of the University of Michigan Extension Service. Conference director: Alan A. Marra.",,1964
mdp.39015003321968,ic,47850573,001526951,Alternative logistics systems for expensive parts; an airline study.,,1969
mdp.39015017693824,ic,19322400,001528035,Taoist meditation and longevity techniques / edited by Livia Kohn in cooperation with Yoshinobu Sakade.,,1989
mdp.39015016189659,ic,17664865,001528060,"The view from the agency : supervisors and workers look at in-service training for child welfare : profile four / by Diane Kaplan Vonolur ; with the assistance of Geraldine M. Jackson, Patricia Tomlin ; Ellen S. Saalberg, editor.",,1983
mdp.39015013802064,ic,66906906,001530839,"Community dentistry 708, dental health care system : selected readings / Emerson Robinson.",,1981
mdp.39015049558318,ic,67404838,001530843,"Complex esthetic restorations / Peter Yaman, Robert E. Lorey, Charles B. Cartwright.",,1982
mdp.39015011082925,ic,67404839,001530852,"Craniofacial growth 512 / Melvyn J. Baer, Surender K. Nanda.",,1980
mdp.39015055671104,ic,67404840,001530859,Crown and bridge 621.,,1980
mdp.39015013802056,ic,66794054,001530865,"Hospital dentistry / authors: Paul J. Loos, John P. Gobetti, Gerald H. Bonnette.",,1982
mdp.39015013802072,ic,67404844,001530916,Crown and bridge 623 / George E. Myers ... [et al.].,,1982
mdp.39015014955341,ic,19629861,001532593,Home style and Washington work : studies of congressional politics / edited by Morris P. Fiorina and David W. Rohde.,,1989
mdp.39015028625518,ic,10762911,001534468,Fourteenth and fifteenth annual alumni-in-residence programs.,,1983
mdp.39015018623820,ic,67405107,001535000,The employment relationship : notes and commentary on issues in labor and industrial relations / Jeanne Prial Gordus.,v.1,9999
mdp.39015015362778,ic-world,20382473,001536038,Political elites in modern societies : empirical research and democratic theory / Samuel J. Eldersveld.,,1989
mdp.39015014736857,ic,19552941,001537160,Models of strategic choice in politics / edited by Peter C. Ordeshook.,,1989
mdp.39015014490224,ic,67526393,001540506,Task breakdown : a teaching/learning technique designed for working with the elderly : leader's guide / by Frank J. Misplon and Lena Metzelaar.,,1980
mdp.39015018650385,ic,20159406,001540775,Studies in the literature of the great vehicle : three Mahāyāna Buddhist texts / edited by Luis O. Gómez and Jonathan A. Silk.,,1989
mdp.39015014629896,ic,19323817,001542040,The Attraction of opposites : thought and society in the dualistic mode / edited by David Maybury-Lewis and Uri Almagor.,,1989
mdp.39015013851459,ic,26906729,001547978,"Sigma opioid phencyclidine-like compounds as molecular probes in biology : program and abstracts : second U.S.-French sponsored international seminar : June 29 through July 2, 1987, University of Michigan, Ann Arbor, MI.",,1987
uc1.b3585920,ic,10374085,GLAD50532499-B,Support for teaching at major universities / edited by Stanford C. Ericksen with John A. Cook ; written and distributed by the CIC Panel on Research and Development of Instructional Resources.,,1979
mdp.39015014759677,ic,19742511,001548710,Figures in a Renaissance context / C.A. Patrides ; edited by Claude J. Summers and Ted-Larry Pebworth.,,1989
mdp.39015013951028,ic,20719231,001550369,"A Course on words / Waldo E. Sweet, Glenn M. Knudsvig.",,1989
mdp.39015037510016,ic,11636743,001550913,"Never say never : fiction, poetry, essays, recollections / by members of Turner writing groups ; edited by Ruth Campbell ; introductions by Ruth Campbell and Claudia Kraus.",,1984
mdp.39015019374076,ic,19548909,001551865,Selected papers on comparative Tai studies / William J. Gedney ; edited by Robert J. Bickner ... [et al.].,,1989
uc1.b4541181,ic,19548909,GLAD470054-B,Selected papers on comparative Tai studies / William J. Gedney ; edited by Robert J. Bickner ... [et al.].,,1989
uc1.32106008867852,ic,19548909,.b11316767,Selected papers on comparative Tai studies / William J. Gedney ; edited by Robert J. Bickner ... [et al.].,,1989
mdp.39015065972278,und,23332049,001554291,"The origin of overt behavior,",,1944
mdp.39015031103701,ic,229811,001554951,The senses / [Translated by Frank Gaynor].,,1958
mdp.39015050612574,ic,14621482,001556770,Virus / [translated by Lotte Streisinger].,,1959
uc1.b4115803,ic,"216001431,618652",GLAD84201633-B,Education for health services administration at the University of Michigan; proceedings.,,1972
mdp.39015000302821,ic,545578,001558479,"The doctor, the hospital, and the patient in England: rights and responsibilities under National Health Service [by] Arthur F. Southwick, Jr.",,1967
mdp.39015006558129,und,14674967,001558742,"Proceedings of the Conference on Preventive Medicine and Health Economics, September 30-October 4, 1946.",,1947
mdp.39015035126849,und,14674967,001558742,"Proceedings of the Conference on Preventive Medicine and Health Economics, September 30-October 4, 1946.",,1947
mdp.39015056840062,ic,101783,001559749,"Guide for mental health workers, by Armando R. Favazza, Barbara Starks Favazza, and Philip M. Margolis.",,1970
mdp.39015007573440,ic,985771,001560148,"New England hospitals, 1790-1833.",,1957
mdp.39015005207025,ic,985771,001560148,"New England hospitals, 1790-1833.",,1957
uc1.$b658971,ic,985771,.b170194450,"New England hospitals, 1790-1833.",,1957
mdp.39015004444033,ic,2780421,001560230,The financial management of hospitals / by Howard J. Berman and Lewis E. Weeks.,,1971
mdp.39015072182416,ic,2780421,001560230,The financial management of hospitals / by Howard J. Berman and Lewis E. Weeks.,,1971
mdp.39015072182440,ic,552359,001560265,Patterns of patient care; a study of hospital use in six diagnoses [by] Donald C. Riedel [and] Thomas B. Fitzpatrick.,,1964
mdp.39015065927371,pd,2400053,001568255,"The child with a cleft palate,",,1943
mdp.39015072777678,pd,2400053,001568255,"The child with a cleft palate,",,1943
mdp.39015006534732,ic,150483,001577181,"Blacks, medical schools, and society [by] James L. Curtis.",,1971
uc1.b4953783,ic,150483,.b167522681,"Blacks, medical schools, and society [by] James L. Curtis.",,1971
mdp.39015003218529,ic,38232122,001577308,The economics of health and medical care;,,1964
mdp.39015053595107,pd,11038780,001577328,"Attitudes toward governmental participation in medical care,",1960 Mar,1960
mdp.39015072178075,pd,1413700,001577439,Classification and appraisal of objections to fluoridation,,1960
mdp.39015026902968,pd,1413700,001577439,Classification and appraisal of objections to fluoridation,,1960
mdp.39015006653318,ic,495,001577471,"Normative evaluation of a public health program, by William B. Neenan.",,1967
mdp.39015016291430,ic,495,001577471,"Normative evaluation of a public health program, by William B. Neenan.",,1967
uc1.b3722107,und,495,.b17043333x,"Normative evaluation of a public health program, by William B. Neenan.",,1967
mdp.39015003816322,pd,17755115,001577545,"The laws governing labor-management relations in Michigan hospitals,",,1961
mdp.39015003816330,pd,17755115,001577545,"The laws governing labor-management relations in Michigan hospitals,",,1961
mdp.39015072182671,ic,433614,001577565,"The McPherson experiment; expanding community hospital services, by John R. Griffith, Lewis E. Weeks [and] James H. Sullivan.",,1967
mdp.39015057724711,ic,433614,001577565,"The McPherson experiment; expanding community hospital services, by John R. Griffith, Lewis E. Weeks [and] James H. Sullivan.",,1967
mdp.39015002425836,ic,552361,001577567,"Progressive patient care, an anthology.",,1964
mdp.39015072183273,ic,552361,001577567,"Progressive patient care, an anthology.",,1964
mdp.39015004415546,pd,1903329,001577578,"Probability sampling of hospitals and patients [by] Irene Hess, Donald C. Riedel [and] Thomas B. Fitzpatrick.",,1961
wu.89011733078,pd,610721,89331,"Regionalization and rural health care, an experiment in three communities [by] Walter J. McNerney [and] Donald C. Riedel. With the assistance of Darwin O. Finkbeiner and Edward M. Dolinsky.",,1962
mdp.39015072184701,pd,610721,001577579,"Regionalization and rural health care, an experiment in three communities [by] Walter J. McNerney [and] Donald C. Riedel. With the assistance of Darwin O. Finkbeiner and Edward M. Dolinsky.",,1962
inu.39000004759143,ic,1750680,2259213,"The distribution of the currents of action and of injury displayed by heart muscle and other excitable tissues, by Frank N. Wilson, A. Garrard Macleod and Paul S. Barker.",v.10,1933
mdp.39015076752586,ic,192002,001580826,Frustration:the study of behavior without a goal.,,1961
mdp.39015008887872,ic,582383,001589214,"Garcilaso a lo divino. : Introducción, texto y notas / Edición crítica de Glen R. Gale.",,1971
mdp.39015002069600,ic,17924892,001589829,Programmed learning of chemical reaction engineering.,,1971
mdp.39015000985161,ic,17924892,001589829,Programmed learning of chemical reaction engineering.,,1971
uc1.$b797089,ic,89385,"b169028185,.b169472140",Jeremy Taylor and the Great Rebellion; a study of his mind and temper in controversy.,,1970
mdp.39015010761842,ic,89385,001593006,Jeremy Taylor and the Great Rebellion; a study of his mind and temper in controversy.,,1970
uc1.$b717338,ic,89385,"b169028185,.b169472140",Jeremy Taylor and the Great Rebellion; a study of his mind and temper in controversy.,,1970
mdp.39015011804500,ic,394103,001593487,Crisis in Watertown; the polarization of an American community. -,,1972
mdp.39015013008969,ic,695225,001593522,The ethics of Jonathan Edwards; morality and aesthetics [by] Clyde A. Holbrook. -,,1973
mdp.39015001534828,ic,386888,001594418,The Puritan mind.,,1958
uc1.b4377091,ic,386888,b167976606,The Puritan mind.,,1958
mdp.39015003475467,und,395986,001595638,The fate of man in the modern world / by Nicolas Berdyaev ; translated by Donald A. Lowrie.,,1961
wu.89033928789,ic,248399,64078,World technology and human destiny. Edited by Raymond Aron. [Translated by Richard Seaver],,1963
mdp.39015000702400,ic,248399,001595838,World technology and human destiny. Edited by Raymond Aron. [Translated by Richard Seaver],,1963
uc1.b4380762,ic,248399,GLAD50985962-B,World technology and human destiny. Edited by Raymond Aron. [Translated by Richard Seaver],,1963
mdp.39015015360624,pd,3099184,001596714,"Stamped and inscribed objects from Seleucia on the Tigris, by Robert Harbold McDowell.",,1935
mdp.39015013008779,pd,3177815,001596953,"Coins from Seleucia on the Tigris, by Robert Harbold McDowell.",,1935
mdp.39015085004094,pd,3177815,001596953,"Coins from Seleucia on the Tigris, by Robert Harbold McDowell.",,1935
mdp.39015005260040,ic,88860,001601212,"Russia in world history; selected essays. Edited, with an introd. by Roman Szporluk. Translated by Roman and Mary Ann Szporluk.",,1970
mdp.39015005459238,ic,88860,001601212,"Russia in world history; selected essays. Edited, with an introd. by Roman Szporluk. Translated by Roman and Mary Ann Szporluk.",,1970
uc1.b4421764,ic,88860,GLAD51127652-B,"Russia in world history; selected essays. Edited, with an introd. by Roman Szporluk. Translated by Roman and Mary Ann Szporluk.",,1970
mdp.39015011513978,ic,260352,001601438,Reflections of a Russian statesman / Konstantin P. Pobedonostsev ; with a new foreword by Murray Polner ; [translated from the Russian by Robert Crozier Long].,,1965
mdp.39015015201307,ic,260352,001601438,Reflections of a Russian statesman / Konstantin P. Pobedonostsev ; with a new foreword by Murray Polner ; [translated from the Russian by Robert Crozier Long].,,1965
uc1.b4421811,pd,406702,b16818610x,"Russia and the Soviet Union, a modern history.",,1958
mdp.39015003834671,pd,406702,001601692,"Russia and the Soviet Union, a modern history.",,1958
mdp.39015005550507,ic,407884,001602752,Impressions of Lenin. Translated by Isotta Cesari.,,1964
mdp.39015003463026,ic,1365860,001603690,"Science and society : past, present, and future / edited by Nicholas H. Steneck.",,1975
wu.89037588001,ic,1365860,1511720,"Science and society : past, present, and future / edited by Nicholas H. Steneck.",,1975
uc1.b4421812,ic,302292,GLAD51127784-B,Russia and the Soviet Union; a modern history.,,1968
mdp.39015008267620,ic,273219,001604957,The ABC of communism;,,1966
mdp.39015026781867,ic,993824,001605109,Africa since 1875 : a modern history / by Robin Hallett.,,1974
mdp.39015005896926,und,994751,001605153,Britain and the conquest of Africa; the age of Salisbury [by] G. N. Uzoigwe.,,1974
mdp.39015010387481,ic,406621,001605954,"Political memoirs, 1905-1917, by Paul Miliukov. Edited by Arthur P. Mendel. Translated by Carl Goldberg.",,1967
uc1.b4420987,ic,406621,GLAD51126645-B,"Political memoirs, 1905-1917, by Paul Miliukov. Edited by Arthur P. Mendel. Translated by Carl Goldberg.",,1967
mdp.39015012279629,ic,60951,001606972,Africa to 1875; a modern history.,,1970
mdp.39015039577294,ic,60951,001606972,Africa to 1875; a modern history.,,1970
mdp.39015034368368,ic,3974293,001607591,"A short account of the Copts [by] William H. Worrell, illustrated by Wilfred B. Shaw.",,1945
uc1.$b57836,ic,3974293,GLAD292195-B,"A short account of the Copts [by] William H. Worrell, illustrated by Wilfred B. Shaw.",,1945
mdp.39015071418647,und,46676363,004158509,Karanis : topographical and architectural report of excavations during the seasons 1924-28 / by Arthur E. R. Boak and Enoch E. Peterson.,,1931
wu.89095904942,ic,46676363,6219480,Karanis : topographical and architectural report of excavations during the seasons 1924-28 / by Arthur E. R. Boak and Enoch E. Peterson.,,1931
uc1.32106007231282,und,627591,.b16552866,"Oasis and Casbah: Algerian culture and personality in change,",no.15-16 1960-61,1960
mdp.39015001140691,und,627591,001608921,"Oasis and Casbah: Algerian culture and personality in change,",,1960
uc1.b3903561,und,627591,.b12348201x,"Oasis and Casbah: Algerian culture and personality in change,",,1960
mdp.39015000637416,ic,23120,001610369,"Search for a place; Black separatism and Africa, 1860 [by] M. R. Delany and Robert Campbell. Introd. by Howard H. Bell.",,1969
uc1.b4272033,ic,"214737600,596730",GLAD16953386-B,"The problem of solid-waste disposal, by Eugene A. Glysson, James R. Packard [and] Cyril H. Barnes.",,1972
mdp.39015031947115,pd,2917899,001611744,"Michigan highway finance,",,1943
mdp.39015004455831,ic,888670,"001613015,004158524",Beams on elastic foundation : theory with applications in the fields of civil and mechanical engineering /,,1946
mdp.39015071419066,ic,888670,"001613015,004158524",Beams on elastic foundation : theory with applications in the fields of civil and mechanical engineering /,,1946
uc1.b4250054,ic,888670,GLAD100725682-B,Beams on elastic foundation : theory with applications in the fields of civil and mechanical engineering /,,1946
uc1.b4197028,pd,"216003361,2460832",GLAD100671193-B,Ultimate moments and shears in continuous reinforced concrete beams.,,1960
mdp.39015015408944,pd,"216003361,2460832",001613019,Ultimate moments and shears in continuous reinforced concrete beams.,,1960
wu.89042700237,pd,"216003361,2460832",2505921,Ultimate moments and shears in continuous reinforced concrete beams.,,1960
mdp.39015017235923,pd,4444620,001614521,"Noise-reduction manual. Prepared under the direction of Naval Research, Undersea Warfare Branch (Code 466)",,1953
mdp.39015000476773,ic,29033,001616067,Computer-aided part programming for numerical control; an industry study [by] John D. McCarroll.,,1969
mdp.39015011742296,ic,29033,001616067,Computer-aided part programming for numerical control; an industry study [by] John D. McCarroll.,,1969
mdp.39015003995696,pd,2867524,001619773,Radioisotope technology : manual for AEC-NSF Institute / by Lloyd E.Brownell.,,1961
mdp.39015004490531,pd,2867524,001619773,Radioisotope technology : manual for AEC-NSF Institute / by Lloyd E.Brownell.,,1961
mdp.39015000986904,pd,2773393,001619932,Theory of land locomotion : the mechanics of vehicle mobility / by M.G. Bekker.,,1962
mdp.39015009803209,pd,2773393,001619932,Theory of land locomotion : the mechanics of vehicle mobility / by M.G. Bekker.,,1962
mdp.39015002056466,ic,1919,001620334,Introduction to terrain-vehicle systems [by] M. G. Bekker.,,1969
mdp.39015013054054,ic,1919,001620334,Introduction to terrain-vehicle systems [by] M. G. Bekker.,,1969
uc1.b4540560,ic,1919,.b171866952,Introduction to terrain-vehicle systems [by] M. G. Bekker.,,1969
mdp.39015002991522,ic-world,102385,001621270,Young men look at military service; a preliminary report [by] Jerome Johnston [and] Jerald G. Bachman.,no.193 1970,1970
mdp.39015009160535,ic,1263721,001622090,"A manual of siegecraft and fortification. Translated, with an introd., by George A. Rothrock.",,1968
mdp.39015024874979,ic,1263721,001622090,"A manual of siegecraft and fortification. Translated, with an introd., by George A. Rothrock.",,1968
mdp.39015073401351,und,22125510,001624481,The conflict of laws: a comparative study / by Ernst Rabel...foreword by William Draper Lewis...and Hessel E. Yntema.,v.1,1958
mdp.39015073401344,ic,22125510,001624481,The conflict of laws: a comparative study / by Ernst Rabel...foreword by William Draper Lewis...and Hessel E. Yntema.,v.2,1958
mdp.39015073401336,ic,22125510,001624481,The conflict of laws: a comparative study / by Ernst Rabel...foreword by William Draper Lewis...and Hessel E. Yntema.,v.3,1958
mdp.39015073401328,ic,22125510,001624481,The conflict of laws: a comparative study / by Ernst Rabel...foreword by William Draper Lewis...and Hessel E. Yntema.,v.4,1958
mdp.39015071625276,ic,22125510,001624481,The conflict of laws: a comparative study / by Ernst Rabel...foreword by William Draper Lewis...and Hessel E. Yntema.,v.1,1958
mdp.39015071625284,ic,22125510,001624481,The conflict of laws: a comparative study / by Ernst Rabel...foreword by William Draper Lewis...and Hessel E. Yntema.,v.2,1958
mdp.39015071625292,und,22125510,001624481,The conflict of laws: a comparative study / by Ernst Rabel...foreword by William Draper Lewis...and Hessel E. Yntema.,v.3,1958
mdp.39015071625300,ic,22125510,001624481,The conflict of laws: a comparative study / by Ernst Rabel...foreword by William Draper Lewis...and Hessel E. Yntema.,v.4,1958
mdp.39015073401310,und,166343,001624482,The conflict of laws; a comparative study. Foreword by William Draper Lewis and Hessel E. Yntema.,v.1,1958
uc1.32106006163031,ic,166343,.b16601099,The conflict of laws; a comparative study. Foreword by William Draper Lewis and Hessel E. Yntema.,v.1,1958
uc1.32106012663677,ic,166343,.b16601099,The conflict of laws; a comparative study. Foreword by William Draper Lewis and Hessel E. Yntema.,1958 v.3,1958
uc1.32106012663685,ic,166343,.b16601099,The conflict of laws; a comparative study. Foreword by William Draper Lewis and Hessel E. Yntema.,1958 v.4,1958
mdp.39015073401302,und,166343,001624482,The conflict of laws; a comparative study. Foreword by William Draper Lewis and Hessel E. Yntema.,v.2,1958
mdp.39015069744798,icus,166343,001624482,The conflict of laws; a comparative study. Foreword by William Draper Lewis and Hessel E. Yntema.,v.3,1958
mdp.39015062375152,und,635028,001624645,"The law schools look ahead, proceedings of the 1959 Conference on Legal Education and contributions by the participants; the twelfth annual Summer Institute sponsored by the University of Michigan Law School, June 15-18, 1959. Foreword by Charles W. Joiner.",,1959
mdp.39015012317346,pd,1635828,001624648,"Legal education at Michigan, 1859-1959 / by Elizabeth Gaspar Brown in consultation with William Wirt Blume ; foreword by E. Blythe Stason.",,1959
mdp.39015062400075,ic,250109,001625540,The choice-of-law process [by] David F. Cavers.,,1965
mdp.39015077163684,ic,2038098,001625660,"Unreported opinions of the Supreme court of Michigan, 1836-1843,",,1945
mdp.39015055820784,pd,1948100,001627169,Structural analysis of Unistrut space-frame roofs.,v.1,1959
mdp.39015055820792,pd,1948100,001627169,Structural analysis of Unistrut space-frame roofs.,v.2,1959
mdp.39015031697645,pd,1948100,001627169,Structural analysis of Unistrut space-frame roofs.,pt.1,1959
mdp.39015031697884,pd,1948100,001627169,Structural analysis of Unistrut space-frame roofs.,pt.2,1959
